OG0001402	FBtr0078170
OG0008574	FBtr0273357
OG0008575	FBtr0306105
OG0008576	FBtr0084730
OG0008577	FBtr0084707
OG0008578	FBtr0084729
OG0008579	FBtr0084708
OG0008580	FBtr0084728
OG0008581	FBtr0334574
OG0008582	FBtr0084711
OG0008583	FBtr0084710
OG0008584	FBtr0084723
OG0008585	FBtr0084712
OG0008586	FBtr0334572
OG0008587	FBtr0084713
OG0008588	FBtr0339112
OG0008589	FBtr0084715
OG0008590	FBtr0084716
OG0008591	FBtr0084718
OG0008592	FBtr0084748
OG0008593	FBtr0084801
OG0008594	FBtr0084800
OG0008595	FBtr0084749
OG0008596	FBtr0084751
OG0008597	FBtr0305667
OG0008598	FBtr0084755
OG0008599	FBtr0084797
OG0008600	FBtr0084756
OG0008601	FBtr0084796
OG0008602	FBtr0084794
OG0008603	FBtr0290053
OG0008604	FBtr0084758
OG0008605	FBtr0299661
OG0008606	FBtr0084760
OG0008607	FBtr0084790
OG0008608	FBtr0303025
OG0008609	FBtr0301664
OG0008610	FBtr0084765
OG0008611	FBtr0473579
OG0008612	FBtr0113285
OG0008613	FBtr0084769
OG0008614	FBtr0084770
OG0008615	FBtr0084771
OG0008616	FBtr0474230
OG0008617	FBtr0100082
OG0008618	FBtr0113286
OG0008619	FBtr0084802
OG0008620	FBtr0084782
OG0008621	FBtr0301277
OG0008622	FBtr0084780
OG0008623	FBtr0110797
OG0008624	FBtr0330288
OG0008625	FBtr0084804
OG0008626	FBtr0084874
OG0008627	FBtr0084805
OG0008628	FBtr0084873
OG0008629	FBtr0301022
OG0008630	FBtr0084808
OG0008631	FBtr0339260
OG0008632	FBtr0084870
OG0008633	FBtr0084809
OG0008634	FBtr0084810
OG0008635	FBtr0339259
OG0008636	FBtr0084869
OG0008637	FBtr0084868
OG0008638	FBtr0084812
OG0008639	FBtr0304692
OG0008640	FBtr0347395
OG0008641	FBtr0084867
OG0008642	FBtr0084815
OG0008643	FBtr0084866
OG0008644	FBtr0084816
OG0008645	FBtr0114505
OG0008646	FBtr0084864
OG0008647	FBtr0089644
OG0008648	FBtr0084863
OG0008649	FBtr0335234
OG0008650	FBtr0084860
OG0008651	FBtr0084857
OG0008652	FBtr0084856
OG0008653	FBtr0084855
OG0008654	FBtr0084849
OG0008655	FBtr0084848
OG0008656	FBtr0300735
OG0008657	FBtr0084832
OG0008658	FBtr0084847
OG0008659	FBtr0336806
OG0008660	FBtr0084846
OG0008661	FBtr0084834
OG0008662	FBtr0084845
OG0008663	FBtr0084835
OG0008664	FBtr0084839
OG0008665	FBtr0084836
OG0008666	FBtr0084837
OG0008667	FBtr0300440
OG0008668	FBtr0084877
OG0008669	FBtr0330375
OG0008670	FBtr0084878
OG0008671	FBtr0084879
OG0008672	FBtr0084881
OG0008673	FBtr0084896
OG0008674	FBtr0344092
OG0008675	FBtr0084893
OG0008676	FBtr0084883
OG0008677	FBtr0084884
OG0008678	FBtr0084891
OG0008679	FBtr0084886
OG0008680	FBtr0330383
OG0008681	FBtr0084898
OG0008682	FBtr0084899
OG0008683	FBtr0084934
OG0008684	FBtr0084900
OG0008685	FBtr0084933
OG0008686	FBtr0084901
OG0008687	FBtr0084932
OG0008688	FBtr0084929
OG0008689	FBtr0084918
OG0008690	FBtr0084917
OG0008691	FBtr0084902
OG0008692	FBtr0084903
OG0008693	FBtr0084904
OG0008694	FBtr0300129
OG0008695	FBtr0084913
OG0008696	FBtr0084907
OG0008697	FBtr0474233
OG0008698	FBtr0330163
OG0008699	FBtr0300819
OG0008700	FBtr0339160
OG0008701	FBtr0084938
OG0008702	FBtr0084940
OG0008703	FBtr0304043
OG0008704	FBtr0084949
OG0008705	FBtr0334898
OG0008706	FBtr0084952
OG0008707	FBtr0084954
OG0008708	FBtr0084955
OG0008709	FBtr0084982
OG0008710	FBtr0084956
OG0008711	FBtr0084957
OG0008712	FBtr0084981
OG0008713	FBtr0084958
OG0008714	FBtr0084980
OG0008715	FBtr0084979
OG0008716	FBtr0084959
OG0008717	FBtr0084960
OG0008718	FBtr0084961
OG0008719	FBtr0084966
OG0008720	FBtr0084978
OG0008721	FBtr0084967
OG0008722	FBtr0084976
OG0008723	FBtr0084975
OG0008724	FBtr0084968
OG0008725	FBtr0084974
OG0008726	FBtr0084969
OG0008727	FBtr0084971
OG0008728	FBtr0300618
OG0008729	FBtr0084988
OG0008730	FBtr0084989
OG0008731	FBtr0085003
OG0008732	FBtr0084990
OG0008733	FBtr0300398
OG0008734	FBtr0113295
OG0008735	FBtr0085025
OG0008736	FBtr0085009
OG0008737	FBtr0085010
OG0008738	FBtr0085011
OG0008739	FBtr0330152
OG0008740	FBtr0305048
OG0008741	FBtr0085024
OG0008742	FBtr0085014
OG0008743	FBtr0085015
OG0008744	FBtr0302209
OG0008745	FBtr0308628
OG0008746	FBtr0085058
OG0008747	FBtr0085054
OG0008748	FBtr0085033
OG0008749	FBtr0085034
OG0008750	FBtr0085035
OG0008751	FBtr0085036
OG0008752	FBtr0085048
OG0008753	FBtr0085047
OG0008754	FBtr0085039
OG0008755	FBtr0085046
OG0008756	FBtr0303466
OG0008757	FBtr0085044
OG0008758	FBtr0085043
OG0008759	FBtr0310471
OG0008760	FBtr0330154
OG0008761	FBtr0334310
OG0008762	FBtr0085061
OG0008763	FBtr0085062
OG0008764	FBtr0085094
OG0008765	FBtr0085063
OG0008766	FBtr0085064
OG0008767	FBtr0085065
OG0008768	FBtr0330167
OG0008769	FBtr0472698
OG0008770	FBtr0085085
OG0008771	FBtr0085082
OG0008772	FBtr0301134
OG0008773	FBtr0085070
OG0008774	FBtr0307505
OG0008775	FBtr0085075
OG0008776	FBtr0345267
OG0008777	FBtr0085101
OG0008778	FBtr0331704
OG0008779	FBtr0085137
OG0008780	FBtr0299564
OG0008781	FBtr0085136
OG0008782	FBtr0085135
OG0008783	FBtr0085104
OG0008784	FBtr0473591
OG0008785	FBtr0085133
OG0008786	FBtr0085132
OG0008787	FBtr0085106
OG0008788	FBtr0085131
OG0008789	FBtr0085108
OG0008790	FBtr0085109
OG0008791	FBtr0113297
OG0008792	FBtr0085114
OG0008793	FBtr0112489
OG0008794	FBtr0085116
OG0008795	FBtr0085128
OG0008796	FBtr0303825
OG0008797	FBtr0303824
OG0008798	FBtr0339249
OG0008799	FBtr0303570
OG0008800	FBtr0114543
OG0008801	FBtr0085122
OG0008802	FBtr0085181
OG0008803	FBtr0085180
OG0008804	FBtr0085179
OG0008805	FBtr0085155
OG0008806	FBtr0112857
OG0008807	FBtr0085177
OG0008808	FBtr0085157
OG0008809	FBtr0085175
OG0008810	FBtr0085159
OG0008811	FBtr0085174
OG0008812	FBtr0085163
OG0008813	FBtr0085173
OG0008814	FBtr0085172
OG0008815	FBtr0085170
OG0008816	FBtr0300898
OG0008817	FBtr0309179
OG0008818	FBtr0085184
OG0008819	FBtr0085213
OG0008820	FBtr0085185
OG0008821	FBtr0085211
OG0008822	FBtr0085210
OG0008823	FBtr0085189
OG0008824	FBtr0085202
OG0008825	FBtr0301390
OG0008826	FBtr0335245
OG0008827	FBtr0085200
OG0008828	FBtr0085199
OG0008829	FBtr0085191
OG0008830	FBtr0344746
OG0008831	FBtr0085195
OG0008832	FBtr0330111
OG0008833	FBtr0085215
OG0008834	FBtr0085216
OG0008835	FBtr0085245
OG0008836	FBtr0085217
OG0008837	FBtr0085243
OG0008838	FBtr0306924
OG0008839	FBtr0085241
OG0008840	FBtr0330085
OG0008841	FBtr0085236
OG0008842	FBtr0085224
OG0008843	FBtr0339321
OG0008844	FBtr0300050
OG0008845	FBtr0085246
OG0008846	FBtr0085272
OG0008847	FBtr0085247
OG0008848	FBtr0085271
OG0008849	FBtr0085270
OG0008850	FBtr0085269
OG0008851	FBtr0085248
OG0008852	FBtr0085249
OG0008853	FBtr0085268
OG0008854	FBtr0085267
OG0008855	FBtr0335013
OG0008856	FBtr0085266
OG0008857	FBtr0085254
OG0008858	FBtr0113298
OG0008859	FBtr0300439
OG0008860	FBtr0085257
OG0008861	FBtr0085260
OG0008862	FBtr0085279
OG0008863	FBtr0301672
OG0008864	FBtr0301180
OG0008865	FBtr0347602
OG0008866	FBtr0085289
OG0008867	FBtr0301302
OG0008868	FBtr0337035
OG0008869	FBtr0301837
OG0008870	FBtr0085293
OG0008871	FBtr0330333
OG0008872	FBtr0085320
OG0008873	FBtr0085304
OG0008874	FBtr0085319
OG0008875	FBtr0085310
OG0008876	FBtr0085316
OG0008877	FBtr0085315
OG0008878	FBtr0085314
OG0008879	FBtr0085313
OG0008880	FBtr0085311
OG0008881	FBtr0085356
OG0008882	FBtr0085322
OG0008883	FBtr0085355
OG0008884	FBtr0085326
OG0008885	FBtr0085351
OG0008886	FBtr0330304
OG0008887	FBtr0085350
OG0008888	FBtr0330302
OG0008889	FBtr0085328
OG0008890	FBtr0085329
OG0008891	FBtr0085349
OG0008892	FBtr0308601
OG0008893	FBtr0085347
OG0008894	FBtr0085345
OG0008895	FBtr0085344
OG0008896	FBtr0085342
OG0008897	FBtr0085419
OG0008898	FBtr0085357
OG0008899	FBtr0085418
OG0008900	FBtr0085359
OG0008901	FBtr0085360
OG0008902	FBtr0085361
OG0008903	FBtr0085364
OG0008904	FBtr0085417
OG0008905	FBtr0085416
OG0008906	FBtr0085370
OG0008907	FBtr0330292
OG0008908	FBtr0085371
OG0008909	FBtr0085414
OG0008910	FBtr0085413
OG0008911	FBtr0085382
OG0008912	FBtr0085412
OG0008913	FBtr0085411
OG0008914	FBtr0085410
OG0008915	FBtr0085409
OG0008916	FBtr0330379
OG0008917	FBtr0113304
OG0008918	FBtr0085389
OG0008919	FBtr0085390
OG0008920	FBtr0085407
OG0008921	FBtr0085392
OG0008922	FBtr0085405
OG0008923	FBtr0085394
OG0008924	FBtr0113305
OG0008925	FBtr0300832
OG0008926	FBtr0334874
OG0008927	FBtr0303148
OG0008928	FBtr0085436
OG0008929	FBtr0085425
OG0008930	FBtr0085435
OG0008931	FBtr0085433
OG0008932	FBtr0085428
OG0008933	FBtr0085432
OG0008934	FBtr0085441
OG0008935	FBtr0085472
OG0008936	FBtr0085471
OG0008937	FBtr0085470
OG0008938	FBtr0085444
OG0008939	FBtr0330295
OG0008940	FBtr0085447
OG0008941	FBtr0330293
OG0008942	FBtr0085448
OG0008943	FBtr0085466
OG0008944	FBtr0085449
OG0008945	FBtr0085451
OG0008946	FBtr0085465
OG0008947	FBtr0085452
OG0008948	FBtr0085464
OG0008949	FBtr0085453
OG0008950	FBtr0085463
OG0008951	FBtr0085454
OG0008952	FBtr0085455
OG0008953	FBtr0085462
OG0008954	FBtr0085456
OG0008955	FBtr0085458
OG0008956	FBtr0085461
OG0008957	FBtr0085459
OG0008958	FBtr0085460
OG0008959	FBtr0085544
OG0008960	FBtr0085473
OG0008961	FBtr0330296
OG0008962	FBtr0330297
OG0008963	FBtr0085476
OG0008964	FBtr0085539
OG0008965	FBtr0085477
OG0008966	FBtr0085538
OG0008967	FBtr0290076
OG0008968	FBtr0085481
OG0008969	FBtr0085537
OG0008970	FBtr0085482
OG0008971	FBtr0085535
OG0008972	FBtr0085483
OG0008973	FBtr0085534
OG0008974	FBtr0085484
OG0008975	FBtr0085533
OG0008976	FBtr0085531
OG0008977	FBtr0339144
OG0008978	FBtr0301745
OG0008979	FBtr0085488
OG0008980	FBtr0339942
OG0008981	FBtr0085523
OG0008982	FBtr0085489
OG0008983	FBtr0089920
OG0008984	FBtr0301073
OG0008985	FBtr0085494
OG0008986	FBtr0085515
OG0008987	FBtr0332429
OG0008988	FBtr0085501
OG0008989	FBtr0085514
OG0008990	FBtr0085503
OG0008991	FBtr0085510
OG0008992	FBtr0085509
OG0008993	FBtr0301256
OG0008994	FBtr0301257
OG0008995	FBtr0085508
OG0008996	FBtr0085505
OG0008997	FBtr0330298
OG0008998	FBtr0085545
OG0008999	FBtr0085610
OG0009000	FBtr0085608
OG0009001	FBtr0085546
OG0009002	FBtr0085607
OG0009003	FBtr0085547
OG0009004	FBtr0085551
OG0009005	FBtr0085606
OG0009006	FBtr0085552
OG0009007	FBtr0085603
OG0009008	FBtr0085602
OG0009009	FBtr0085553
OG0009010	FBtr0085600
OG0009011	FBtr0085599
OG0009012	FBtr0085598
OG0009013	FBtr0085596
OG0009014	FBtr0085556
OG0009015	FBtr0085557
OG0009016	FBtr0085558
OG0009017	FBtr0085593
OG0009018	FBtr0085559
OG0009019	FBtr0303240
OG0009020	FBtr0085561
OG0009021	FBtr0085589
OG0009022	FBtr0085562
OG0009023	FBtr0085563
OG0009024	FBtr0344376
OG0009025	FBtr0344436
OG0009026	FBtr0344435
OG0009027	FBtr0085587
OG0009028	FBtr0085585
OG0009029	FBtr0085582
OG0009030	FBtr0085581
OG0009031	FBtr0085567
OG0009032	FBtr0452163
OG0009033	FBtr0110834
OG0009034	FBtr0290050
OG0009035	FBtr0089747
OG0009036	FBtr0085574
OG0009037	FBtr0085568
OG0009038	FBtr0085570
OG0009039	FBtr0085573
OG0009040	FBtr0085572
OG0009041	FBtr0085571
OG0009042	FBtr0089422
OG0009043	FBtr0085639
OG0009044	FBtr0085638
OG0009045	FBtr0085618
OG0009046	FBtr0085621
OG0009047	FBtr0332170
OG0009048	FBtr0332169
OG0009049	FBtr0085630
OG0009050	FBtr0085629
OG0009051	FBtr0085625
OG0009052	FBtr0085628
OG0009053	FBtr0085627
OG0009054	FBtr0113310
OG0009055	FBtr0330291
OG0009056	FBtr0306586
OG0009057	FBtr0085691
OG0009058	FBtr0085645
OG0009059	FBtr0085650
OG0009060	FBtr0085651
OG0009061	FBtr0085653
OG0009062	FBtr0085689
OG0009063	FBtr0085688
OG0009064	FBtr0302522
OG0009065	FBtr0085686
OG0009066	FBtr0110859
OG0009067	FBtr0085657
OG0009068	FBtr0085681
OG0009069	FBtr0306686
OG0009070	FBtr0085673
OG0009071	FBtr0085665
OG0009072	FBtr0300983
OG0009073	FBtr0085667
OG0009074	FBtr0300962
OG0009075	FBtr0085672
OG0009076	FBtr0085670
OG0009077	FBtr0112733
OG0009078	FBtr0112734
OG0009079	FBtr0085698
OG0009080	FBtr0085728
OG0009081	FBtr0085727
OG0009082	FBtr0085725
OG0009083	FBtr0085699
OG0009084	FBtr0335452
OG0009085	FBtr0085700
OG0009086	FBtr0331180
OG0009087	FBtr0085720
OG0009088	FBtr0445215
OG0009089	FBtr0310424
OG0009090	FBtr0085709
OG0009091	FBtr0085710
OG0009092	FBtr0085719
OG0009093	FBtr0085718
OG0009094	FBtr0344715
OG0009095	FBtr0085715
OG0009096	FBtr0085713
OG0009097	FBtr0085712
OG0009098	FBtr0330094
OG0009099	FBtr0085752
OG0009100	FBtr0085751
OG0009101	FBtr0085731
OG0009102	FBtr0085749
OG0009103	FBtr0085746
OG0009104	FBtr0085748
OG0009105	FBtr0085747
OG0009106	FBtr0085733
OG0009107	FBtr0085745
OG0009108	FBtr0085742
OG0009109	FBtr0085735
OG0009110	FBtr0334547
OG0009111	FBtr0085739
OG0009112	FBtr0085738
OG0009113	FBtr0085736
OG0009114	FBtr0085737
OG0009115	FBtr0085753
OG0009116	FBtr0085782
OG0009117	FBtr0300961
OG0009118	FBtr0085754
OG0009119	FBtr0085755
OG0009120	FBtr0330101
OG0009121	FBtr0085777
OG0009122	FBtr0085757
OG0009123	FBtr0085776
OG0009124	FBtr0085772
OG0009125	FBtr0085758
OG0009126	FBtr0085770
OG0009127	FBtr0085769
OG0009128	FBtr0085759
OG0009129	FBtr0085767
OG0009130	FBtr0330079
OG0009131	FBtr0305336
OG0009132	FBtr0085764
OG0009133	FBtr0085766
OG0009134	FBtr0290046
OG0009135	FBtr0334549
OG0009136	FBtr0085814
OG0009137	FBtr0334552
OG0009138	FBtr0085811
OG0009139	FBtr0085788
OG0009140	FBtr0085810
OG0009141	FBtr0085808
OG0009142	FBtr0085789
OG0009143	FBtr0330096
OG0009144	FBtr0085806
OG0009145	FBtr0085795
OG0009146	FBtr0085798
OG0009147	FBtr0085805
OG0009148	FBtr0085799
OG0009149	FBtr0085815
OG0009150	FBtr0085868
OG0009151	FBtr0085819
OG0009152	FBtr0085820
OG0009153	FBtr0330107
OG0009154	FBtr0085824
OG0009155	FBtr0085867
OG0009156	FBtr0085825
OG0009157	FBtr0085865
OG0009158	FBtr0085831
OG0009159	FBtr0085836
OG0009160	FBtr0085837
OG0009161	FBtr0339146
OG0009162	FBtr0085863
OG0009163	FBtr0085839
OG0009164	FBtr0085859
OG0009165	FBtr0085842
OG0009166	FBtr0330114
OG0009167	FBtr0085843
OG0009168	FBtr0085856
OG0009169	FBtr0085845
OG0009170	FBtr0290135
OG0009171	FBtr0085847
OG0009172	FBtr0085852
OG0009173	FBtr0085849
OG0009174	FBtr0302181
OG0009175	FBtr0085873
OG0009176	FBtr0085877
OG0009177	FBtr0085874
OG0009178	FBtr0085876
OG0009179	FBtr0112657
OG0009180	FBtr0308248
OG0009181	FBtr0089112
OG0009182	FBtr0089122
OG0009183	FBtr0340652
OG0009184	FBtr0300555
OG0009185	FBtr0089125
OG0009186	FBtr0089128
OG0009187	FBtr0089111
OG0009188	FBtr0089065
OG0009189	FBtr0300342
OG0009190	FBtr0089070
OG0009191	FBtr0089995
OG0009192	FBtr0089104
OG0009195	FBtr0089096
OG0009196	FBtr0100396
OG0009197	FBtr0301340
OG0009198	FBtr0089253
OG0009199	FBtr0100600
OG0009201	FBtr0112904
OG0009202	FBtr0089222
OG0009203	FBtr0089221
OG0009204	FBtr0300379
OG0009205	FBtr0333700
OG0009206	FBtr0091472
OG0009207	FBtr0100543
OG0009208	FBtr0307328
OG0009209	FBtr0300673
OG0009210	FBtr0100135
OG0009211	FBtr0070108
OG0009212	FBtr0332992
OG0009213	FBtr0299977
OG0009214	FBtr0070064
OG0009215	FBtr0070106
OG0009216	FBtr0308209
OG0009217	FBtr0070103
OG0009218	FBtr0070069
OG0009219	FBtr0070070
OG0009220	FBtr0070101
OG0009221	FBtr0070066
OG0009222	FBtr0070071
OG0009223	FBtr0070072
OG0009224	FBtr0070073
OG0009225	FBtr0070074
OG0009226	FBtr0070075
OG0009227	FBtr0070099
OG0009228	FBtr0339443
OG0009229	FBtr0112947
OG0009230	FBtr0070094
OG0009231	FBtr0070079
OG0009232	FBtr0070092
OG0009233	FBtr0070080
OG0009234	FBtr0070087
OG0009235	FBtr0070089
OG0009236	FBtr0307291
OG0009237	FBtr0110791
OG0009238	FBtr0070160
OG0009239	FBtr0089725
OG0009240	FBtr0070115
OG0009241	FBtr0070116
OG0009242	FBtr0070155
OG0009243	FBtr0070119
OG0009244	FBtr0114560
OG0009245	FBtr0070120
OG0009246	FBtr0070121
OG0009247	FBtr0308651
OG0009248	FBtr0070151
OG0009249	FBtr0070149
OG0009250	FBtr0070134
OG0009251	FBtr0070135
OG0009252	FBtr0070148
OG0009253	FBtr0112928
OG0009254	FBtr0070139
OG0009255	FBtr0070147
OG0009256	FBtr0070145
OG0009257	FBtr0290198
OG0009258	FBtr0310162
OG0009259	FBtr0070142
OG0009260	FBtr0070195
OG0009261	FBtr0110804
OG0009262	FBtr0070163
OG0009263	FBtr0070164
OG0009264	FBtr0331303
OG0009265	FBtr0070165
OG0009266	FBtr0331301
OG0009267	FBtr0070189
OG0009268	FBtr0070167
OG0009269	FBtr0070188
OG0009270	FBtr0070170
OG0009271	FBtr0070187
OG0009272	FBtr0070185
OG0009273	FBtr0070184
OG0009274	FBtr0070172
OG0009275	FBtr0070183
OG0009276	FBtr0070173
OG0009277	FBtr0070182
OG0009278	FBtr0070174
OG0009279	FBtr0070175
OG0009280	FBtr0070176
OG0009281	FBtr0299571
OG0009282	FBtr0070179
OG0009283	FBtr0331339
OG0009284	FBtr0070197
OG0009285	FBtr0070251
OG0009286	FBtr0070198
OG0009287	FBtr0070199
OG0009288	FBtr0070200
OG0009289	FBtr0070201
OG0009290	FBtr0070202
OG0009291	FBtr0070203
OG0009292	FBtr0070204
OG0009293	FBtr0070205
OG0009294	FBtr0070250
OG0009295	FBtr0330205
OG0009296	FBtr0070245
OG0009297	FBtr0330391
OG0009298	FBtr0070206
OG0009299	FBtr0303264
OG0009300	FBtr0070207
OG0009301	FBtr0070238
OG0009302	FBtr0070209
OG0009303	FBtr0070236
OG0009304	FBtr0070211
OG0009305	FBtr0070235
OG0009306	FBtr0070212
OG0009307	FBtr0070234
OG0009308	FBtr0070213
OG0009309	FBtr0070216
OG0009310	FBtr0070233
OG0009311	FBtr0330317
OG0009312	FBtr0332292
OG0009313	FBtr0112628
OG0009314	FBtr0300224
OG0009315	FBtr0070231
OG0009316	FBtr0070230
OG0009317	FBtr0070298
OG0009318	FBtr0070297
OG0009319	FBtr0070296
OG0009320	FBtr0070253
OG0009321	FBtr0070295
OG0009322	FBtr0070254
OG0009323	FBtr0070255
OG0009324	FBtr0070257
OG0009325	FBtr0070293
OG0009326	FBtr0452078
OG0009327	FBtr0070259
OG0009328	FBtr0070289
OG0009329	FBtr0070288
OG0009330	FBtr0070285
OG0009331	FBtr0070260
OG0009332	FBtr0070284
OG0009333	FBtr0330406
OG0009334	FBtr0070269
OG0009335	FBtr0070283
OG0009336	FBtr0070270
OG0009337	FBtr0308323
OG0009338	FBtr0308320
OG0009339	FBtr0070272
OG0009340	FBtr0070279
OG0009341	FBtr0070277
OG0009342	FBtr0339272
OG0009343	FBtr0302658
OG0009344	FBtr0070372
OG0009345	FBtr0070371
OG0009346	FBtr0070369
OG0009347	FBtr0070308
OG0009348	FBtr0070367
OG0009349	FBtr0070310
OG0009350	FBtr0070366
OG0009351	FBtr0070311
OG0009352	FBtr0070364
OG0009353	FBtr0070313
OG0009354	FBtr0070363
OG0009355	FBtr0070314
OG0009356	FBtr0089988
OG0009357	FBtr0332581
OG0009358	FBtr0070355
OG0009359	FBtr0332580
OG0009360	FBtr0070315
OG0009361	FBtr0070316
OG0009362	FBtr0070350
OG0009363	FBtr0070317
OG0009364	FBtr0070318
OG0009365	FBtr0070349
OG0009366	FBtr0070321
OG0009367	FBtr0070347
OG0009368	FBtr0307289
OG0009369	FBtr0070346
OG0009370	FBtr0070342
OG0009371	FBtr0070341
OG0009372	FBtr0340108
OG0009373	FBtr0070340
OG0009374	FBtr0070339
OG0009375	FBtr0070338
OG0009376	FBtr0070328
OG0009377	FBtr0070330
OG0009378	FBtr0070331
OG0009379	FBtr0070434
OG0009380	FBtr0070376
OG0009381	FBtr0070379
OG0009382	FBtr0070381
OG0009383	FBtr0070384
OG0009384	FBtr0070429
OG0009385	FBtr0070428
OG0009386	FBtr0070385
OG0009387	FBtr0070386
OG0009388	FBtr0070388
OG0009389	FBtr0070389
OG0009390	FBtr0070425
OG0009391	FBtr0070390
OG0009392	FBtr0290085
OG0009393	FBtr0070392
OG0009394	FBtr0070424
OG0009395	FBtr0070393
OG0009396	FBtr0070423
OG0009397	FBtr0070422
OG0009398	FBtr0070420
OG0009399	FBtr0332380
OG0009400	FBtr0342766
OG0009401	FBtr0070419
OG0009402	FBtr0070396
OG0009403	FBtr0070397
OG0009404	FBtr0070418
OG0009405	FBtr0070417
OG0009406	FBtr0070416
OG0009407	FBtr0474238
OG0009408	FBtr0070414
OG0009410	FBtr0070408
OG0009411	FBtr0070407
OG0009412	FBtr0070399
OG0009413	FBtr0070406
OG0009414	FBtr0070401
OG0009415	FBtr0070405
OG0009416	FBtr0343597
OG0009417	FBtr0333529
OG0009418	FBtr0070462
OG0009419	FBtr0070460
OG0009420	FBtr0308831
OG0009421	FBtr0334883
OG0009422	FBtr0331161
OG0009423	FBtr0342819
OG0009424	FBtr0308565
OG0009425	FBtr0070437
OG0009426	FBtr0300707
OG0009427	FBtr0070438
OG0009428	FBtr0070439
OG0009429	FBtr0070448
OG0009430	FBtr0070441
OG0009431	FBtr0070447
OG0009432	FBtr0070442
OG0009433	FBtr0340092
OG0009434	FBtr0331587
OG0009435	FBtr0070506
OG0009436	FBtr0070505
OG0009437	FBtr0070477
OG0009438	FBtr0070504
OG0009439	FBtr0070502
OG0009440	FBtr0070478
OG0009441	FBtr0273276
OG0009442	FBtr0070479
OG0009443	FBtr0273279
OG0009444	FBtr0070480
OG0009445	FBtr0070499
OG0009446	FBtr0070498
OG0009447	FBtr0070484
OG0009448	FBtr0070485
OG0009449	FBtr0070486
OG0009450	FBtr0070487
OG0009451	FBtr0070488
OG0009452	FBtr0070495
OG0009453	FBtr0070491
OG0009454	FBtr0070489
OG0009455	FBtr0070566
OG0009456	FBtr0070565
OG0009457	FBtr0070546
OG0009458	FBtr0301058
OG0009459	FBtr0070563
OG0009460	FBtr0070550
OG0009461	FBtr0070551
OG0009462	FBtr0070552
OG0009463	FBtr0070553
OG0009464	FBtr0070554
OG0009465	FBtr0070555
OG0009466	FBtr0070556
OG0009467	FBtr0070557
OG0009468	FBtr0070558
OG0009469	FBtr0070561
OG0009470	FBtr0070507
OG0009471	FBtr0070542
OG0009472	FBtr0070508
OG0009473	FBtr0070509
OG0009474	FBtr0070536
OG0009475	FBtr0070525
OG0009476	FBtr0070532
OG0009477	FBtr0070531
OG0009478	FBtr0070526
OG0009479	FBtr0310466
OG0009480	FBtr0070527
OG0009481	FBtr0114487
OG0009482	FBtr0070568
OG0009483	FBtr0070590
OG0009484	FBtr0070569
OG0009485	FBtr0070589
OG0009486	FBtr0070570
OG0009487	FBtr0307180
OG0009488	FBtr0070586
OG0009489	FBtr0070575
OG0009490	FBtr0070577
OG0009491	FBtr0307279
OG0009492	FBtr0301821
OG0009493	FBtr0070583
OG0009494	FBtr0299581
OG0009495	FBtr0112802
OG0009496	FBtr0340203
OG0009497	FBtr0340201
OG0009498	FBtr0070611
OG0009499	FBtr0070612
OG0009500	FBtr0301099
OG0009501	FBtr0070627
OG0009502	FBtr0070616
OG0009503	FBtr0070626
OG0009504	FBtr0070624
OG0009505	FBtr0310495
OG0009506	FBtr0070671
OG0009507	FBtr0347157
OG0009508	FBtr0070670
OG0009509	FBtr0070638
OG0009510	FBtr0070639
OG0009511	FBtr0070669
OG0009512	FBtr0070642
OG0009513	FBtr0070668
OG0009514	FBtr0070643
OG0009515	FBtr0070644
OG0009516	FBtr0343523
OG0009517	FBtr0070645
OG0009518	FBtr0070663
OG0009519	FBtr0070661
OG0009520	FBtr0070658
OG0009521	FBtr0070657
OG0009522	FBtr0070648
OG0009523	FBtr0070654
OG0009524	FBtr0070650
OG0009525	FBtr0070652
OG0009526	FBtr0331162
OG0009527	FBtr0070674
OG0009528	FBtr0070702
OG0009529	FBtr0070675
OG0009530	FBtr0070701
OG0009531	FBtr0070677
OG0009532	FBtr0070699
OG0009533	FBtr0070678
OG0009534	FBtr0070698
OG0009535	FBtr0070679
OG0009536	FBtr0070697
OG0009537	FBtr0070680
OG0009538	FBtr0070681
OG0009539	FBtr0070693
OG0009540	FBtr0070692
OG0009541	FBtr0331163
OG0009542	FBtr0070682
OG0009543	FBtr0070690
OG0009544	FBtr0070683
OG0009545	FBtr0070689
OG0009546	FBtr0070685
OG0009547	FBtr0070711
OG0009548	FBtr0070712
OG0009549	FBtr0070735
OG0009550	FBtr0299601
OG0009551	FBtr0070731
OG0009552	FBtr0070716
OG0009553	FBtr0345703
OG0009554	FBtr0300997
OG0009555	FBtr0300998
OG0009556	FBtr0070723
OG0009557	FBtr0343137
OG0009558	FBtr0070727
OG0009559	FBtr0300018
OG0009560	FBtr0300994
OG0009561	FBtr0070741
OG0009562	FBtr0070742
OG0009563	FBtr0070759
OG0009564	FBtr0303279
OG0009565	FBtr0070758
OG0009566	FBtr0070757
OG0009567	FBtr0070756
OG0009568	FBtr0070748
OG0009569	FBtr0070755
OG0009570	FBtr0070749
OG0009571	FBtr0070750
OG0009572	FBtr0070752
OG0009573	FBtr0070762
OG0009574	FBtr0070798
OG0009575	FBtr0070763
OG0009576	FBtr0070795
