FBtr	OG_ID	transcript_ID	gene_ID
FBtr0089747	OG0009035	CG2184-RA	Mlc2
FBtr0089748	OG0006962	CG2336-RA	CG2336
FBtr0089750	OG0001630	CG2903-RB	Hrs
FBtr0089758	OG0003326	CG30011-RC	gem
FBtr0089760	OG0002992	CG30159-RB	Miso1
FBtr0089768	OG0008041	CG31043-RA	gukh
FBtr0089771	OG0007936	CG31247-RA	tinc
FBtr0089786	OG0001550	CG31665-RB	wry
FBtr0089836	OG0006730	CG33170-RA	CG33170
FBtr0089842	OG0004084	CG33198-RA	pen-2
FBtr0089850	OG0005469	CG33275-RA	Pura
FBtr0089853	OG0002149	CG33298-RB	CG33298
FBtr0089855	OG0002246	CG33304-RA	rho-5
FBtr0089870	OG0009656	CG3566-RB	CG3566
FBtr0089871	OG0003887	CG3730-RA	csul
FBtr0089879	OG0005657	CG3911-RA	Bet3
FBtr0089881	OG0002321	CG4579-RA	Nup154
FBtr0089894	OG0007875	CG5184-RA	mRpS11
FBtr0089896	OG0007898	CG5413-RA	CREG
FBtr0089899	OG0002397	CG5442-RB	SC35
FBtr0089900	OG0002229	CG5671-RD	Pten
FBtr0089913	OG0002352	CG6464-RA	salm
FBtr0089916	OG0008546	CG6695-RA	CG6695
FBtr0089920	OG0008983	CG7816-RC	Zip99C
FBtr0089931	OG0003230	CG8024-RB	Rab32
FBtr0089935	OG0002049	CG8360-RA	CG8360
FBtr0089937	OG0001713	CG8852-RA	CG8852
FBtr0089942	OG0004911	CG9148-RA	scf
FBtr0089944	OG0002853	CG9272-RA	Nthl1
FBtr0089947	OG0002839	CG9326-RB	vari
FBtr0089965	OG0007711	CG4898-RE	Tm1
FBtr0089973	OG0007105	CG31258-RA	Cenp-C
FBtr0089979	OG0001689	CG3327-RC	E23
FBtr0089988	OG0009356	CG11579-RE	arm
FBtr0089995	OG0009191	CG1507-RB	Pur-alpha
FBtr0089998	OG0003282	CG1519-RA	Prosalpha7
FBtr0089999	OG0009781	CG1543-RB	Tbh
FBtr0090013	OG0002404	CG6214-RA	MRP
FBtr0091445	OG0003779	CG33505-RA	U3-55K
FBtr0091446	OG0003778	CG33506-RA	CG33506
FBtr0091456	OG0005231	CG33514-RA	CG33514
FBtr0091472	OG0009206	CG33521-RA	CG33521
FBtr0091474	OG0006317	CG33522-RA	scaf6
FBtr0091489	OG0001498	CG33526-RD	PNUTS
FBtr0091492	OG0003658	CG33528-RD	Vmat
FBtr0091512	OG0006993	CG33546-RB	gfzf
FBtr0091612	OG0001416	CG33635-RA	CG33635
FBtr0091616	OG0010567	CG33639-RA	CG33639
FBtr0091626	OG0002446	CG33649-RA	GatC
FBtr0091627	OG0002445	CG33650-RA	PolG2
FBtr0091649	OG0010769		
FBtr0091650	OG0003567	CG33671-RA	Mvk
FBtr0091651	OG0003568	CG33672-RA	CG33672
FBtr0091659	OG0002509	CG33679-RA	CG33679
FBtr0091682	OG0002347	CG33695-RE	CG33695
FBtr0091684	OG0005680	CG33696-RA	CNMaR
FBtr0091716	OG0007134	CG33720-RA	Pif1B
FBtr0091719	OG0007069	CG33722-RB	CG33722
FBtr0091746	OG0007578	CG33747-RC	primo-2
FBtr0091747	OG0007577	CG33748-RA	primo-1
FBtr0091757	OG0006130	CG33756-RA	gdl
FBtr0091786	OG0004251	CG33785-RA	Polr3K
FBtr0091935	OG0010706	CG33931-RA	Rpp20
FBtr0091936	OG0010707	CG33932-RA	CG33932
FBtr0099994	OG0004081	CG33958-RA	CG33958
FBtr0100007	OG0004900	CG33966-RA	CG33966
FBtr0100008	OG0007660	CG33967-RA	kibra
FBtr0100009	OG0010304	CG33968-RA	drd
FBtr0100010	OG0006539	CG33969-RA	CG33969
FBtr0100020	OG0007550	CG33977-RA	Dpm3
FBtr0100028	OG0006140	CG33983-RA	obst-H
FBtr0100030	OG0006137	CG33985-RA	CG33985
FBtr0100033	OG0004756	CG33988-RA	Mid1
FBtr0100048	OG0001823	CG33995-RA	CG33995
FBtr0100053	OG0004128	CG33998-RA	CG33998
FBtr0100058	OG0002464	CG34003-RA	NimB3
FBtr0100067	OG0005778	CG34012-RA	CG34012
FBtr0100070	OG0010423	CG34015-RA	CG34015
FBtr0100081	OG0009916	CG34026-RA	CG34026
FBtr0100082	OG0008617	CG34027-RA	CG34027
FBtr0100083	OG0009915	CG34028-RA	CG34028
FBtr0100088	OG0003273	CG34033-RA	CG34033
FBtr0100106	OG0002786	CG34051-RA	CG34051
FBtr0100120	OG0003952	CG9002-RA	ste24c
FBtr0100131	OG0007601	CG9918-RD	PK1-R
FBtr0100132	OG0005482	CG7391-RD	Clk
FBtr0100135	OG0009210	CG17131-RA	tyn
FBtr0100140	OG0003118	CG30372-RB	Asap
FBtr0100143	OG0003509	CG13175-RA	CG13175
FBtr0100145	OG0006281	CG3849-RB	Lasp
FBtr0100169	OG0004696	CG11406-RB	CG11406
FBtr0100218	OG0010232		
FBtr0100253	OG0002255	CG17768-RA	CG17768
FBtr0100257	OG0007536	CG15888-RB	CG15888
FBtr0100268	OG0002094	CG13399-RB	Chrac-14
FBtr0100281	OG0010247	CG12481-RB	CG12481
FBtr0100283	OG0007947	CG7215-RA	CG7215
FBtr0100285	OG0003688	CG30481-RA	mRpL53
FBtr0100288	OG0008014	CG14300-RA	CG14300
FBtr0100291	OG0010678	CG12788-RA	Pstk
FBtr0100319	OG0009661	CG15891-RA	CG15891
FBtr0100323	OG0007385	CG6783-RC	fabp
FBtr0100327	OG0002458	CG17988-RB	Ance-3
FBtr0100354	OG0005933	CG10973-RB	CG10973
FBtr0100356	OG0003013	CG1865-RB	Spn43Ab
FBtr0100360	OG0006120	CG7255-RF	CG7255
FBtr0100361	OG0007595	CG12537-RE	rdx
FBtr0100368	OG0007068	CG9638-RB	Ada2b
FBtr0100372	OG0003724	CG8585-RE	Ih
FBtr0100376	OG0009809	CG32717-RG	sdt
FBtr0100383	OG0001633	CG9960-RA	HemK2
FBtr0100388	OG0003831	CG30084-RF	Zasp52
FBtr0100396	OG0009196	CG1464-RD	ey
FBtr0100407	OG0002899	CG1832-RB	Clamp
FBtr0100421	OG0005105	CG32270-RA	CG32270
FBtr0100433	OG0006831	CG14667-RB	CG14667
FBtr0100437	OG0003939	CG5935-RB	Dek
FBtr0100471	OG0007289	CG3985-RD	Syn
FBtr0100473	OG0002095	CG10890-RC	mus201
FBtr0100481	OG0002127	CG9510-RB	Argl
FBtr0100495	OG0004238	CG13430-RA	CG13430
FBtr0100503	OG0001564	CG31941-RB	Obp22a
FBtr0100506	OG0008377	CG4637-RB	hh
FBtr0100516	OG0008481	CG5501-RE	Myo95E
FBtr0100536	OG0010787	CG1410-RA	waw
FBtr0100537	OG0007225	CG9424-RB	bocks
FBtr0100543	OG0009207	CG17471-RA	PIP4K
FBtr0100554	OG0004469	CG13516-RA	CG13516
FBtr0100556	OG0010399	CG32576-RB	CG32576
FBtr0100558	OG0005642	CG4460-RA	Hsp22
FBtr0100565	OG0002268	CG6144-RB	CG6144
FBtr0100583	OG0007250	CG8481-RB	Naa80
FBtr0100588	OG0005812	CG6128-RB	Fuca
FBtr0100598	OG0010788	CG1414-RB	bbx
FBtr0100600	OG0009199	CG11153-RB	Sox102F
FBtr0100609	OG0010772		
FBtr0100619	OG0007946	CG7217-RA	Prx5
FBtr0100641	OG0005134	CG11513-RB	armi
FBtr0100645	OG0004907	CG9133-RB	CG9133
FBtr0100653	OG0005641	CG4456-RA	CG4456
FBtr0100668	OG0003120	CG8710-RD	coil
FBtr0100669	OG0006712	CG14457-RB	Jhbp6
FBtr0100677	OG0004239	CG18065-RA	BORCS7
FBtr0100678	OG0005104	CG32269-RA	CG32269
FBtr0100832	OG0002176	CG34059-RA	ppk16
FBtr0100833	OG0004885	CG34056-RA	CG34056
FBtr0100834	OG0004886	CG34057-RA	CG34057
FBtr0110777	OG0003974	CG10956-RB	Spn53F
FBtr0110783	OG0009950	CG34104-RB	RhoU
FBtr0110787	OG0007292	CG34107-RA	CG34107
FBtr0110789	OG0007252	CG12946-RB	Whamy
FBtr0110791	OG0009237	CG13366-RB	spdi
FBtr0110795	OG0008537	CG13624-RE	REPTOR
FBtr0110797	OG0008623	CG34110-RC	lobo
FBtr0110801	OG0008384	CG4467-RB	CG4467
FBtr0110802	OG0001839	CG14034-RB	CG14034
FBtr0110803	OG0004087	CG14505-RB	CG14505
FBtr0110804	OG0009261	CG14634-RB	CG14634
FBtr0110808	OG0007348	CG34114-RB	side-VI
FBtr0110813	OG0004274	CG34115-RA	CG34115
FBtr0110817	OG0007189	CG34117-RA	CG34117
FBtr0110834	OG0009033	CG31030-RB	VhaAC45RP
FBtr0110838	OG0001804	CG34124-RA	CG34124
FBtr0110839	OG0001805	CG34125-RA	CG34125
FBtr0110850	OG0009918	CG32699-RB	LPCAT
FBtr0110859	OG0009066	CG15539-RB	CG15539
FBtr0110863	OG0005651	CG3689-RC	Cpsf5
FBtr0110866	OG0006238	CG4998-RB	CG4998
FBtr0110878	OG0008288	CG34131-RA	Muted
FBtr0110884	OG0005819	CG7368-RB	CG7368
FBtr0110895	OG0002873	CG8681-RB	clumsy
FBtr0110919	OG0008077	CG34157-RH	Dys
FBtr0110952	OG0007291	CG12817-RB	CG12817
FBtr0110961	OG0007684	CG4154-RD	Gyc88E
FBtr0110966	OG0004066	CG5748-RD	Hsf
FBtr0110975	OG0004816	CG34140-RA	CG34140
FBtr0110982	OG0005964	CG17672-RA	CG17672
FBtr0110983	OG0001820	CG14042-RA	CG14042
FBtr0111000	OG0010498	CG5055-RB	baz
FBtr0111009	OG0010288	CG10952-RB	eag
FBtr0111011	OG0003864	CG34147-RA	mRpL34
FBtr0111026	OG0007088	CG9610-RC	Poxm
FBtr0111125	OG0002902	CG18028-RA	lt
FBtr0111188	OG0010811	CG40486-RB	CG40486
FBtr0111189	OG0010812	CG40485-RB	CG40485
FBtr0111192	OG0010817	CG13865-RA	Coa7
FBtr0111239	OG0002903	CG17540-RA	Spf45
FBtr0111245	OG0002901	CG17715-RB	CG17715
FBtr0111268	OG0002906	CG17665-RA	IntS3
FBtr0112350	OG0002217	CG34159-RA	CG34159
FBtr0112352	OG0002276	CG34161-RA	CG34161
FBtr0112356	OG0002494	CG34165-RA	CG34165
FBtr0112359	OG0002561	CG34168-RA	CG34168
FBtr0112365	OG0001583	CG34174-RA	CG34174
FBtr0112366	OG0001696	CG34175-RA	CG34175
FBtr0112368	OG0001756	CG34177-RA	CG34177
FBtr0112378	OG0003733	CG34185-RA	CG34185
FBtr0112384	OG0003948	CG34191-RA	Ufm1
FBtr0112387	OG0004008	CG34194-RA	CG34194
FBtr0112388	OG0004029	CG34195-RA	CG34195
FBtr0112389	OG0004062	CG34196-RA	CG34196
FBtr0112395	OG0004263	CG34202-RA	CG34202
FBtr0112396	OG0004319	CG34203-RA	CG34203
FBtr0112397	OG0004377	CG34204-RA	CG34204
FBtr0112398	OG0004410	CG34205-RA	CG34205
FBtr0112400	OG0004426	CG34207-RA	CG34207
FBtr0112403	OG0004542	CG34210-RA	CG34210
FBtr0112406	OG0004649	CG34213-RA	CG34213
FBtr0112408	OG0002977	CG34215-RA	CG34215
FBtr0112411	OG0003147	CG34218-RA	whip
FBtr0112416	OG0003402	CG34223-RA	CG34223
FBtr0112421	OG0003451	CG34228-RA	CG34228
FBtr0112422	OG0003462	CG34229-RA	CG34229
FBtr0112423	OG0003467	CG34230-RA	CG34230
FBtr0112426	OG0003504	CG34232-RB	CG34232
FBtr0112438	OG0006048	CG34244-RA	CG34244
FBtr0112440	OG0006204	CG34246-RA	Hsc20
FBtr0112441	OG0006210	CG34247-RA	CG34247
FBtr0112445	OG0006359	CG34251-RA	CG34251
FBtr0112447	OG0006376	CG34253-RA	CG34253
FBtr0112448	OG0006403		
FBtr0112461	OG0005260	CG34266-RA	CG34266
FBtr0112463	OG0004848	CG34268-RA	CG34268
FBtr0112464	OG0004849	CG34269-RA	CG34269
FBtr0112469	OG0007754	CG34274-RA	CG34274
FBtr0112478	OG0008015	CG34282-RA	CG34282
FBtr0112480	OG0008030	CG34284-RA	CG34284
FBtr0112482	OG0008086	CG34286-RA	CG34286
FBtr0112489	OG0008793	CG34293-RA	CG34293
FBtr0112497	OG0007133	CG34301-RA	CG34301
FBtr0112505	OG0007544	CG34309-RA	CG34309
FBtr0112510	OG0003621	CG34312-RA	CG34312
FBtr0112514	OG0007699	CG34316-RA	CG34316
FBtr0112519	OG0004428	CG32885-RC	pgc
FBtr0112523	OG0010078	CG34321-RA	inaF-C
FBtr0112524	OG0010080	CG34322-RA	inaF-A
FBtr0112525	OG0010114	CG34323-RA	CG34323
FBtr0112526	OG0010200	CG34324-RA	CG34324
FBtr0112527	OG0010455	CG34325-RA	CG34325
FBtr0112539	OG0009744	CG34337-RA	CG34337
FBtr0112544	OG0002663	CG34341-RB	Pde11
FBtr0112553	OG0001953	CG34345-RA	CG34345
FBtr0112557	OG0010034	CG34348-RA	CG34348
FBtr0112560	OG0003203	CG34350-RA	Np
FBtr0112592	OG0002241	CG34367-RC	CG34367
FBtr0112593	OG0004385	CG34368-RC	Fili
FBtr0112594	OG0004387	CG34369-RA	ppk9
FBtr0112608	OG0008305	CG34376-RA	CG34376
FBtr0112619	OG0001877	CG34381-RB	TrissinR
FBtr0112620	OG0005711	CG34382-RC	CG34382
FBtr0112627	OG0004058	CG34386-RC	CG34386
FBtr0112628	OG0009313	CG34387-RC	futsch
FBtr0112630	OG0007638	CG34389-RC	cv-c
FBtr0112637	OG0001679	CG34393-RA	CG34393
FBtr0112650	OG0003898	CG34399-RC	Nox
FBtr0112654	OG0007458	CG34402-RC	Sol1
FBtr0112657	OG0009179	CG34403-RJ	pan
FBtr0112667	OG0007733	CG34404-RC	CG34404
FBtr0112725	OG0004546	CG34424-RA	Mthfs
FBtr0112727	OG0005595	CG34426-RA	CG34426
FBtr0112730	OG0005971	CG34429-RA	CG34429
FBtr0112733	OG0009077	CG34432-RA	CG34432
FBtr0112734	OG0009078	CG34433-RA	CG34433
FBtr0112735	OG0009585	CG34434-RB	CG34434
FBtr0112736	OG0009584	CG34435-RA	CG34435
FBtr0112741	OG0003611	CG34439-RB	ND-MWFE
FBtr0112744	OG0002109	CG34441-RA	lmgB
FBtr0112749	OG0004462	CG34445-RA	CG34445
FBtr0112761	OG0005635	CG34455-RC	Pdxk
FBtr0112762	OG0005636	CG34456-RA	CG34456
FBtr0112763	OG0003926	CG34457-RA	CG34457
FBtr0112764	OG0003927	CG34458-RA	CG34458
FBtr0112765	OG0003936	CG34459-RA	CG34459
FBtr0112768	OG0005539	CG34462-RA	CG34462
FBtr0112769	OG0007101	CG11741-RA	CG11741
FBtr0112770	OG0003012	CG12828-RA	CG12828
FBtr0112771	OG0006213	CG13051-RA	CG13051
FBtr0112772	OG0003503	CG13177-RA	CG13177
FBtr0112775	OG0004229	CG12484-RB	side-VIII
FBtr0112777	OG0004764	CG12196-RA	egg
FBtr0112789	OG0007318	CG6515-RB	TkR86C
FBtr0112802	OG0009495	CG2904-RC	ec
FBtr0112803	OG0007851	CG6588-RD	Fas1
FBtr0112805	OG0002656	CG5803-RD	Fas3
FBtr0112810	OG0003770	CG10197-RC	kn
FBtr0112830	OG0006590	CG9936-RE	skd
FBtr0112853	OG0006459	CG9262-RB	Shal
FBtr0112856	OG0002341	CG33114-RB	Gyc32E
FBtr0112857	OG0008806	CG5965-RB	woc
FBtr0112862	OG0004138	CG15081-RE	Phb2
FBtr0112874	OG0008262	CG18389-RB	Eip93F
FBtr0112892	OG0003252	CG8808-RB	Pdk
FBtr0112897	OG0003236	CG2049-RG	Pkn
FBtr0112904	OG0009201	CG10811-RB	eIF4G1
FBtr0112905	OG0003303	CG2331-RC	TER94
FBtr0112926	OG0007732	CG6171-RB	CG6171
FBtr0112927	OG0009820	CG18009-RE	Trf2
FBtr0112928	OG0009253	CG16785-RB	fz3
FBtr0112929	OG0003782	CG10249-RD	Kank
FBtr0112930	OG0003240	CG1975-RB	Drep2
FBtr0112935	OG0005705	CG10574-RB	I-2
FBtr0112947	OG0009229	CG13373-RB	CG13373
FBtr0112955	OG0009665	CG15894-RB	CG15894
FBtr0112979	OG0010076	CG15221-RB	CG15221
FBtr0112980	OG0010215	CG11172-RB	NFAT
FBtr0112984	OG0010305	CG9095-RB	CG9095
FBtr0112988	OG0010402	CG3632-RE	CG3632
FBtr0112992	OG0010405	CG9915-RB	CG9915
FBtr0112999	OG0010556		
FBtr0113000	OG0010586	CG6361-RB	Hayan
FBtr0113003	OG0010613	CG32540-RB	CCKLR-17D3
FBtr0113019	OG0001701	CG12795-RB	CG12795
FBtr0113024	OG0001896	CG9093-RB	Tsp26A
FBtr0113026	OG0001952	CG11320-RB	DIP-iota
FBtr0113031	OG0002180	CG4537-RB	CG4537
FBtr0113035	OG0002326	CG14913-RB	CG14913
FBtr0113052	OG0003100	CG2906-RD	CG2906
FBtr0113063	OG0003357	CG11883-RC	CG11883
FBtr0113066	OG0003447	CG10897-RE	tou
FBtr0113067	OG0003450	CG9003-RB	CG9003
FBtr0113074	OG0003547	CG8529-RF	Dyb
FBtr0113084	OG0003879	CG8448-RE	mrj
FBtr0113085	OG0003909	CG4409-RB	CG4409
FBtr0113091	OG0004050	CG5784-RC	Mapmodulin
FBtr0113100	OG0004308	CG4266-RB	Isha
FBtr0113104	OG0004404	CG13503-RG	Vrp1
FBtr0113106	OG0004429	CG11206-RC	Liprin-gamma
FBtr0113110	OG0004485	CG3622-RC	stl
FBtr0113111	OG0004558	CG9815-RB	CG9815
FBtr0113117	OG0004671	CG13563-RB	CG13563
FBtr0113118	OG0004793	CG2765-RC	CG2765
FBtr0113122	OG0004944	CG12004-RC	Tmep
FBtr0113134	OG0005143	CG12029-RB	dar1
FBtr0113135	OG0005186	CG14998-RF	ens
FBtr0113136	OG0005215	CG1268-RB	VhaM9.7-a
FBtr0113138	OG0005229	CG15015-RB	Cip4
FBtr0113153	OG0005544	CG7112-RB	GAPcenA
FBtr0113159	OG0005715	CG8104-RC	nudE
FBtr0113163	OG0005811	CG7512-RB	CG7512
FBtr0113164	OG0005839	CG6024-RC	loaf
FBtr0113167	OG0005908	CG10663-RB	CG10663
FBtr0113169	OG0005948	CG12520-RB	CG12520
FBtr0113170	OG0006051	CG13481-RB	CG13481
FBtr0113171	OG0006089	CG10006-RB	Zip71B
FBtr0113172	OG0006118	CG7259-RB	Best4
FBtr0113176	OG0006307	CG9665-RB	Cpr73D
FBtr0113177	OG0006308	CG13027-RB	Obp73a
FBtr0113179	OG0006404	CG13379-RB	Sgf11
FBtr0113180	OG0006453	CG9295-RC	Cpr76Bc
FBtr0113188	OG0006722	CG11241-RB	CG11241
FBtr0113191	OG0006755	CG9766-RC	flip
FBtr0113195	OG0006895	CG11000-RB	dths
FBtr0113203	OG0007033	CG17816-RG	CG17816
FBtr0113204	OG0007060	CG7900-RB	CG7900
FBtr0113205	OG0007062	CG7878-RA	CG7878
FBtr0113210	OG0007241	CG8383-RB	Pnn
FBtr0113213	OG0007254	CG12947-RC	CG12947
FBtr0113214	OG0007256	CG12945-RB	CG12945
FBtr0113215	OG0007309	CG14688-RB	Phyhd1
FBtr0113216	OG0007334	CG4565-RB	CG4565
FBtr0113217	OG0007335	CG6567-RB	CG6567
FBtr0113219	OG0007353	CG31299-RD	cu
FBtr0113221	OG0007356	CG4820-RB	CG4820
FBtr0113223	OG0007427	CG12213-RC	CG12213
FBtr0113224	OG0007432	CG3532-RB	GCC185
FBtr0113228	OG0007493	CG14394-RD	NijC
FBtr0113232	OG0007600	CG14358-RB	CCHa1
FBtr0113235	OG0007665	CG7292-RB	Rrp6
FBtr0113236	OG0007677	CG6966-RB	CG6966
FBtr0113238	OG0007700	CG6499-RB	Amt
FBtr0113240	OG0007741	CG6118-RC	CG6118
FBtr0113244	OG0007902	CG14331-RC	CG14331
FBtr0113248	OG0008093	CG4583-RB	Ire1
FBtr0113257	OG0008176	CG5630-RB	hdly
FBtr0113261	OG0008223	CG7907-RB	CG7907
FBtr0113285	OG0008612	CG9996-RB	shams
FBtr0113286	OG0008618	CG13650-RB	Nepl16
FBtr0113295	OG0008734	CG14239-RB	ppk15
FBtr0113297	OG0008791	CG6051-RB	CG6051
FBtr0113298	OG0008858	CG4951-RB	CG4951
FBtr0113304	OG0008917	CG14509-RC	jus
FBtr0113305	OG0008924	CG14507-RC	CG14507
FBtr0113310	OG0009054	CG15537-RB	CG15537
FBtr0113316	OG0010650	CG7893-RC	Vav
FBtr0113322	OG0005656	CG3743-RC	MTF-1
FBtr0113331	OG0003090	CG12821-RB	Atg10
FBtr0113333	OG0006122	CG12355-RB	CG12355
FBtr0113334	OG0005836	CG14132-RB	CG14132
FBtr0113345	OG0007024	CG18748-RC	CG18748
FBtr0113346	OG0007402	CG18765-RB	CG18765
FBtr0113347	OG0008414	CG10251-RB	prt
FBtr0113356	OG0003379	CG30015-RC	CG30015
FBtr0113358	OG0003554	CG30044-RB	s-cup
FBtr0113368	OG0004270	CG30295-RB	Ipk1
FBtr0113401	OG0007882	CG31269-RB	CG31269
FBtr0113421	OG0005748	CG32068-RB	Adi1
FBtr0113424	OG0005990	CG32121-RB	tono
FBtr0113425	OG0006001	CG32130-RE	stv
FBtr0113429	OG0006420	CG32204-RB	CG32204
FBtr0113448	OG0006236	CG33061-RB	CG33061
FBtr0113451	OG0009834	CG33181-RC	CG33181
FBtr0113461	OG0008523	CG33342-RB	CG33342
FBtr0113465	OG0010569	CG33542-RB	upd3
FBtr0113469	OG0005411	CG33556-RB	form3
FBtr0113477	OG0007803	CG6006-RC	CG6006
FBtr0113487	OG0010029	CG34143-RC	Ir10a
FBtr0113680	OG0006742	CG10837-RB	eIF4B
FBtr0113717	OG0010824	CG17159-RB	CG17159
FBtr0113727	OG0010820	CG17163-RA	CG17163
FBtr0113730	OG0010821	CG17168-RA	CG17168
FBtr0113742	OG0006741	CG17420-RA	RpL15
FBtr0113781	OG0002904	CG40042-RA	Tim23
FBtr0114365	OG0002947	CG9397-RI	jing
FBtr0114373	OG0006407	CG6893-RB	CG6893
FBtr0114452	OG0010096	CG10353-RD	CG10353
FBtr0114453	OG0006857	CG1411-RE	Crmp
FBtr0114456	OG0003807	CG16801-RC	Hr51
FBtr0114460	OG0001685	CG3277-RC	CG3277
FBtr0114487	OG0009481	CG10804-RC	CG10804
FBtr0114492	OG0002946	CG12110-RF	Pld
FBtr0114493	OG0003689	CG13349-RD	Rpn13
FBtr0114498	OG0001525	CG14342-RB	CG14342
FBtr0114504	OG0008416	CG10301-RB	CG10301
FBtr0114505	OG0008645	CG10513-RB	CG10513
FBtr0114508	OG0010248	CG11585-RB	CG11585
FBtr0114509	OG0005174	CG11593-RB	CG11593
FBtr0114510	OG0006101	CG13460-RB	CG13460
FBtr0114511	OG0001864	CG14014-RB	CG14014
FBtr0114512	OG0005153	CG14979-RB	Gr63a
FBtr0114513	OG0001621	CG15395-RB	CG15395
FBtr0114516	OG0007028	CG18744-RB	CG18744
FBtr0114521	OG0003546	CG30051-RC	Tmem18
FBtr0114523	OG0004370	CG30403-RB	CG30403
FBtr0114525	OG0005669	CG32036-RC	CG32036
FBtr0114535	OG0002159	CG4382-RB	CG4382
FBtr0114541	OG0004589	CG5428-RB	St1
FBtr0114543	OG0008800	CG5923-RC	PolA2
FBtr0114546	OG0006688	CG7140-RB	G6pdl
FBtr0114550	OG0002021	CG7228-RC	pes
FBtr0114554	OG0001537	CG7428-RB	halo
FBtr0114558	OG0003845	CG8302-RB	Cyp4aa1
FBtr0114560	OG0009244	CG7486-RE	Dredd
FBtr0114562	OG0003516	CG8854-RB	CG8854
FBtr0114563	OG0004782	CG9083-RB	CG9083
FBtr0114564	OG0004514	CG9882-RB	Art7
FBtr0114565	OG0007457	CG17639-RB	GstD11
FBtr0114577	OG0005320	CG33717-RD	PGRP-LD
FBtr0114586	OG0004602	CG4051-RB	egl
FBtr0114589	OG0006192	CG5444-RE	Taf4
FBtr0114592	OG0005555	CG7015-RB	Unr
FBtr0114605	OG0004184	CG10023-RD	Fak
FBtr0114614	OG0004047	CG11430-RE	Orai
FBtr0114615	OG0002859	CG12050-RB	l(2)05287
FBtr0114622	OG0004155	CG15105-RC	tn
FBtr0114623	OG0004164	CG15112-RF	ena
FBtr0114627	OG0003958	CG15609-RF	Ehbp1
FBtr0114644	OG0005331	CG10486-RB	CG10486
FBtr0273009	OG0006759	CG9791-RC	Suv3
FBtr0273188	OG0001729		
FBtr0273190	OG0005058	CG33233-RC	CG33233
FBtr0273204	OG0005140	CG10359-RE	CG10359
FBtr0273208	OG0002910	CG17510-RC	Fis1
FBtr0273227	OG0004540	CG3502-RB	CG3502
FBtr0273228	OG0002690	CG10600-RB	CG10600
FBtr0273230	OG0001660	CG3558-RC	CG3558
FBtr0273231	OG0005299	CG10625-RH	frm
FBtr0273238	OG0004146	CG18190-RB	EB-SUN
FBtr0273245	OG0010132	CG11138-RD	Pits
FBtr0273247	OG0001964	CG11328-RD	Nhe3
FBtr0273255	OG0007022	CG18747-RB	CG18747
FBtr0273257	OG0010091	CG1886-RB	ATP7
FBtr0273261	OG0004999	CG1887-RD	dsb
FBtr0273263	OG0004755	CG4859-RC	Mmp1
FBtr0273268	OG0008138	CG5180-RB	CG5180
FBtr0273271	OG0008145	CG5417-RB	Srp14
FBtr0273273	OG0006535	CG5517-RB	Ide
FBtr0273274	OG0003337	CG12210-RC	Syb
FBtr0273276	OG0009441	CG2675-RB	Ugalt
FBtr0273278	OG0010343	CG12379-RB	CG12379
FBtr0273279	OG0009443	CG2680-RB	CG2680
FBtr0273282	OG0008511	CG5746-RC	CG5746
FBtr0273289	OG0005603	CG5747-RF	mfr
FBtr0273298	OG0004015	CG30108-RB	Triap1
FBtr0273301	OG0008050	CG6026-RB	CG6026
FBtr0273305	OG0005820	CG6091-RE	Duba
FBtr0273307	OG0003813	CG12964-RB	CG12964
FBtr0273308	OG0004362	CG30263-RB	stum
FBtr0273311	OG0004479	CG30268-RB	CG30268
FBtr0273321	OG0004046	CG30323-RB	CG30323
FBtr0273323	OG0008512	CG6454-RC	CG6454
FBtr0273329	OG0002153	CG13114-RB	CG13114
FBtr0273336	OG0003972		
FBtr0273343	OG0003425	CG13209-RB	sha
FBtr0273348	OG0005579	CG13305-RB	CG13305
FBtr0273351	OG0004810	CG6845-RC	CG6845
FBtr0273357	OG0008574	CG31105-RB	ppk22
FBtr0273362	OG0005830	CG7334-RC	Sugb
FBtr0273367	OG0005510	CG7504-RB	Setx
FBtr0273369	OG0007276	CG31410-RB	Npc2e
FBtr0273372	OG0009761	CG1409-RB	CG1409
FBtr0273377	OG0006863	CG1427-RC	SecS
FBtr0273382	OG0008023	CG14299-RC	Epg5
FBtr0273385	OG0003202	CG8213-RC	flz
FBtr0273390	OG0005934	CG32113-RB	Vps13D
FBtr0273392	OG0006365	CG14585-RB	Ir75a
FBtr0273396	OG0004279	CG3216-RC	CG3216
FBtr0273399	OG0005442	CG8588-RF	pst
FBtr0273401	OG0006391	CG32196-RB	CG32196
FBtr0273402	OG0005419	CG8620-RB	CG8620
FBtr0273403	OG0005421	CG14829-RB	CG14829
FBtr0273404	OG0002882	CG8666-RB	Tsp39D
FBtr0273405	OG0007713	CG14866-RB	CG14866
FBtr0273407	OG0006474	CG8780-RB	tey
FBtr0273410	OG0006468	CG8798-RC	Lon
FBtr0273414	OG0004280	CG3221-RB	dgt3
FBtr0273419	OG0005450	CG32379-RB	CG32379
FBtr0273422	OG0006055	CG42230-RC	bbg
FBtr0273437	OG0009917	CG32702-RB	Cubn
FBtr0289934	OG0003765	CG10151-RD	CG10151
FBtr0289955	OG0010033	CG11759-RG	Kap3
FBtr0289960	OG0010411	CG12223-RF	Dsp1
