OG_ID	gene_ID
OG0008004	CG31224
OG0008005	CstF64
OG0008008	CG31231
OG0008010	CG7702
OG0008011	dind
OG0008012	CG7706
OG0008018	CG7714
OG0008019	CG7715
OG0008020	Mekk1
OG0008021	Pgs1
OG0008022	gwl
OG0008023	Epg5
OG0008025	Octalpha2R
OG0008028	CG14297
OG0008029	CG14294
OG0008031	CG14292
OG0008033	Sgsh
OG0008041	gukh
OG0008043	CG14286
OG0008044	CG14285
OG0008045	GatA
OG0008046	NP15.6
OG0008050	CG6026
OG0008054	CG6040
OG0008055	Ppcs
OG0008056	CG5835
OG0008057	CG11779
OG0008058	Nsun5
OG0008059	sqz
OG0008060	CG14282
OG0008065	CG11703
OG0008066	CG5250
OG0008067	Polr2M
OG0008069	CG5217
OG0008070	CG14280
OG0008071	Ino80
OG0008072	CG3581
OG0008073	CG31404
OG0008074	CG31245
OG0008076	CG3517
OG0008079	CG7342
OG0008082	Nup58
OG0008084	CG6184
OG0008088	Acsx2
OG0008090	bnl
OG0008092	MICU3
OG0008093	Ire1
OG0008096	CG4686
OG0008097	CG17186
OG0008099	CG4733
OG0008101	Surf6
OG0008103	Xport-B
OG0008104	CG4465
OG0008106	CG4462
OG0008107	CG4459
OG0008109	mira
OG0008110	MED25
OG0008111	CG17190
OG0008112	PIG-L
OG0008113	psidin
OG0008114	CG4424
OG0008115	CG4854
OG0008116	trem
OG0008117	idc
OG0008118	Regnase-1
OG0008119	CG4390
OG0008120	mdlc
OG0008121	Rh3
OG0008123	Leo1L
OG0008125	CG17199
OG0008127	CG4367
OG0008128	CG4362
OG0008131	
OG0008135	Or92a
OG0008136	VGlut2
OG0008138	CG5180
OG0008142	TFAM
OG0008146	CG16953
OG0008147	Srp72
OG0008148	Pus1
OG0008149	bon
OG0008150	CG15923
OG0008151	CG5466
OG0008152	H
OG0008153	Pi3K92E
OG0008154	Nep4
OG0008155	Cpr92F
OG0008158	CG17267
OG0008160	CG31200
OG0008163	Takl1
OG0008165	Fancd2
OG0008171	CG31223
OG0008172	CG15695
OG0008173	Ir93a
OG0008176	hdly
OG0008177	Calx
OG0008184	r-l
OG0008185	dmrt93B
OG0008186	HHEX
OG0008187	RhoGAP93B
OG0008188	Brat1
OG0008193	ppan
OG0008194	Bdbt
OG0008195	slmb
OG0008196	CG5793
OG0008197	Obp93a
OG0008198	Ice2
OG0008199	Trm7-34
OG0008200	Usp8
OG0008203	SNF4Agamma
OG0008205	Oga
OG0008206	CG3337
OG0008207	Nelf-A
OG0008209	ETHR
OG0008212	Idi
OG0008215	CG17298
OG0008220	pre-mod(mdg4)-V
OG0008221	tin
OG0008223	CG7907
OG0008224	lbl
OG0008226	Fancm
OG0008228	sp3
OG0008231	InR
OG0008234	Jhbp16
OG0008235	PolA1
OG0008236	CG31176
OG0008238	CG5849
OG0008239	CG31198
OG0008240	CG42335
OG0008241	GABA-B-R2
OG0008245	CASK
OG0008246	Gr93a
OG0008247	Gr93c
OG0008249	CG6569
OG0008251	CG31174
OG0008252	CG31431
OG0008253	CG31178
OG0008256	P5cdh2
OG0008259	CG6678
OG0008260	CG43844
OG0008261	Qsox2
OG0008262	Eip93F
OG0008265	Mitofilin
OG0008269	ND-42
OG0008271	CG6015
OG0008274	CG13408
OG0008277	CG42390
OG0008279	Gld2
OG0008281	CG34377
OG0008282	CG7080
OG0008287	JMJD6
OG0008289	CG7071
OG0008292	CG43342
OG0008293	Gpdh3
OG0008294	CAH8
OG0008299	CG13850
OG0008300	lqfR
OG0008301	Nop56
OG0008304	CG12499
OG0008305	CG34376
OG0008310	CG5377
OG0008312	CG5376
OG0008316	CG33099
OG0008319	bond
OG0008326	Efa6
OG0008327	CG31156
OG0008328	CG13843
OG0008330	mRpL45
OG0008331	loco
OG0008332	wake
OG0008333	Gclm
OG0008334	wfs1
OG0008335	Nup133
OG0008340	Rnf220
OG0008342	Dcr-1
OG0008343	CG6985
OG0008344	vret
OG0008345	HP1c
OG0008346	CG17141
OG0008347	Nepl14
OG0008348	Nepl15
OG0008351	CG7029
OG0008352	CG7031
OG0008353	CG13840
OG0008354	CG4704
OG0008356	CG6660
OG0008357	Tpl94D
OG0008358	Gbp3
OG0008359	Or94a
OG0008360	Or94b
OG0008361	CG34375
OG0008362	CG6688
OG0008363	lmd
OG0008364	CG13833
OG0008365	CG13838
OG0008368	Ctns
OG0008369	sav
OG0008371	CG17111
OG0008373	Rassf
OG0008376	CG31457
OG0008377	hh
OG0008379	VhaAC39-2
OG0008380	CG13829
OG0008381	Irk1
OG0008382	cnc
OG0008383	fzo
OG0008385	Rad60
OG0008386	EloA
OG0008387	wda
OG0008388	Pex11c
OG0008389	orb
OG0008390	Cdc16
OG0008391	CG6763
OG0008392	wam
OG0008393	bb8
OG0008394	pnt
OG0008395	PolE1
OG0008399	CG42827
OG0008401	Ir94e
OG0008402	CG4374
OG0008404	Irk2
OG0008405	Est17
OG0008406	CG10164
OG0008408	CG10184
OG0008409	CG31145
OG0008410	GILT3
OG0008411	GILT2
OG0008412	CG10254
OG0008414	prt
OG0008418	nau
OG0008422	RanBP3
OG0008424	Hrd3
OG0008427	udt
OG0008428	Lsd1
OG0008429	Rex2
OG0008431	tst
OG0008432	CG10208
OG0008433	Nup98-96
OG0008434	mbc
OG0008435	CG33111
OG0008436	eIF4G2
OG0008437	CG34355
OG0008440	tbrd-1
OG0008441	sba
OG0008442	CG31141
OG0008443	Ndc1
OG0008445	CG31142
OG0008447	CG13599
OG0008452	GluProRS
OG0008454	CG31140
OG0008457	Epp
OG0008459	Pacs
OG0008461	Miro
OG0008470	CG10694
OG0008472	CG13605
OG0008474	Root
OG0008475	GatB
OG0008476	Tsc1
OG0008478	Kal1
OG0008479	Slimp
OG0008480	CG6178
OG0008484	Apc2
OG0008487	mora
OG0008488	CG5515
OG0008489	SMC6
OG0008490	CG6204
OG0008491	cav
OG0008492	Spps
OG0008493	CG13609
OG0008495	Spase22-23
OG0008499	shps
OG0008501	CG34290
OG0008503	CG5715
OG0008504	crb
OG0008505	Nab2
OG0008506	BRWD3
OG0008507	Rrp5
OG0008508	Dis3
OG0008509	CG6432
OG0008512	CG6454
OG0008513	Golgin84
OG0008515	CG5762
OG0008516	CG33339
OG0008517	CG33340
OG0008520	CG42811
OG0008521	CG17782
OG0008522	CG17781
OG0008523	CG33342
OG0008524	CG17780
OG0008525	CG13615
OG0008526	CG13616
OG0008527	CG31128
OG0008530	DZIP1
OG0008531	CG13622
OG0008533	CG6607
OG0008535	ana1
OG0008536	Esyt2
OG0008537	REPTOR
OG0008538	CG13625
OG0008539	mld
OG0008540	Syx18
OG0008541	Wsck
OG0008542	atl
OG0008544	ash2
OG0008545	CG31125
OG0008546	CG6695
OG0008548	Ppox
OG0008550	CG13627
OG0008553	asp
OG0008556	CG42331
OG0008558	CG13634
OG0008559	Ets96B
OG0008560	Ude
OG0008562	lili
OG0008563	CG6980
OG0008565	Ppil4
OG0008566	Saf-B
OG0008567	niki
OG0008571	Nct
OG0008572	HDAC11
OG0008573	CAH4
OG0008574	ppk22
OG0008575	CG13639
OG0008577	CG7016
OG0008578	Srg1
OG0008579	Elal
OG0008580	CycB3
OG0008581	CG3744
OG0008582	CG31381
OG0008584	CG31121
OG0008586	CG13643
OG0008587	CG10845
OG0008588	PIG-S
OG0008589	CG11168
OG0008590	Mink
OG0008591	Trf4-2
OG0008592	CG11771
OG0008593	Osbp
OG0008594	ssh
OG0008595	Nmnat
OG0008596	mah
OG0008598	beta4GalT7
OG0008601	Smg6
OG0008602	Ythdf
OG0008608	stac
OG0008610	PQBP1
OG0008611	CG11836
OG0008612	shams
OG0008614	fd96Ca
OG0008617	CG34027
OG0008619	TTLL5
OG0008620	Mocs2B
OG0008621	Clbn
OG0008622	danr
OG0008623	lobo
OG0008627	CG13654
OG0008629	CG31106
OG0008630	Alg9
OG0008631	Cad96Cb
OG0008632	Sil1
OG0008635	CG11854
OG0008636	bam
OG0008638	Nup37
OG0008640	Rer1
OG0008641	Kdsr
OG0008643	GlnRS
OG0008644	RIOK2
OG0008645	CG10513
OG0008647	CG11892
OG0008649	CG31102
OG0008650	CG31288
OG0008651	CG10550
OG0008652	CG31099
OG0008653	CG31087
OG0008654	CHKov2
OG0008655	CG10669
OG0008656	CG11902
OG0008657	rha
OG0008658	tobi
OG0008659	Fur1
OG0008661	CG31437
OG0008664	CG4553
OG0008665	MED28
OG0008666	XNP
OG0008668	CG5116
OG0008669	Gnpat
OG0008671	CG5107
OG0008673	CG4582
OG0008675	Npl4
OG0008676	CG5079
OG0008677	CG5071
OG0008679	jigr1
OG0008680	Tnks
OG0008682	Lgr3
OG0008683	CG4730
OG0008684	CG5039
OG0008686	Idh3g
OG0008689	CG31380
OG0008690	CG31093
OG0008694	alpha4GT2
OG0008695	bbn
OG0008696	CG5886
OG0008697	CG5890
OG0008700	Lnk
OG0008701	CG5913
OG0008702	Mco3
OG0008704	boss
OG0008705	fid
OG0008710	E(spl)malpha-BFM
OG0008720	Exo84
OG0008722	Cmpk
OG0008728	dysf
OG0008731	CG6073
OG0008732	CG12290
OG0008734	ppk15
OG0008738	Hex-T
OG0008743	CG5455
OG0008748	TwdlR
OG0008749	TwdlS
OG0008751	Tb
OG0008752	amon
OG0008754	Yif1
OG0008755	Wdr20
OG0008756	CG14244
OG0008757	CG6403
OG0008758	CG14247
OG0008760	Tl
OG0008761	Lerp
OG0008768	Ets97D
OG0008769	CG46339
OG0008770	CG6330
OG0008772	CG5521
OG0008773	CG14253
OG0008776	RYa-R
OG0008777	TwdlT
OG0008779	spz
OG0008780	CG14257
OG0008781	Cpr97Ea
OG0008786	gb
OG0008787	CG5815
OG0008788	Nkap
OG0008790	CG5882
OG0008791	CG6051
OG0008792	CG5909
OG0008795	Ser
OG0008797	CG42814
OG0008799	CG31068
OG0008800	PolA2
OG0008802	CG5984
OG0008803	TTLL6B
OG0008805	TfIIA-L
OG0008806	woc
OG0008807	CG14262
OG0008808	CG14260
OG0008809	l(3)mbt
OG0008811	mrt
OG0008812	CG3368
OG0008813	bigmax
OG0008815	CG3330
OG0008816	CG42534
OG0008817	side
OG0008818	Gr98a
OG0008819	CG5402
OG0008820	
OG0008821	Klp98A
OG0008824	CG5639
OG0008827	CG5612
OG0008830	tau
OG0008833	Hsdl2
OG0008836	CG12880
OG0008837	CG31055
OG0008838	HSPBAP1
OG0008839	ALiX
OG0008840	btz
OG0008842	Ets98B
OG0008844	CG12426
OG0008845	mil
OG0008846	CG5003
OG0008847	mRpS22
OG0008848	Boh1
OG0008850	BCAS2
OG0008852	mino
OG0008853	nenya
OG0008854	NSD
OG0008855	BOD1
OG0008856	mfrn
OG0008857	Gp93
OG0008858	CG4951
OG0008863	CG12516
OG0008864	larp
OG0008865	Or98b
OG0008870	mIF2
OG0008871	fkh
OG0008873	CG9986
OG0008874	CG10011
OG0008877	CG10000
OG0008878	CG9997
OG0008879	aqrs
OG0008880	intr
OG0008881	wdn
OG0008882	Prp39
OG0008883	CG1523
OG0008884	CG1647
OG0008886	spg
OG0008887	Inx3
OG0008888	CG33203
OG0008890	Nepl18
OG0008892	CG11828
OG0008895	eIF4E6
OG0008897	beta4GalNAcTB
OG0008898	Cpsf100
OG0008899	Slu7
OG0008900	Pkc98E
OG0008903	Sirt7
OG0008904	Cul5
OG0008905	alpha-Man-Ib
OG0008907	yem
OG0008908	Ctl2
OG0008910	Alg13
OG0008911	superdeath
OG0008912	CG14511
OG0008913	CG11882
OG0008914	eIF2D
OG0008915	Slbp
OG0008917	jus
OG0008920	Mesh1
OG0008921	eEF1gamma
OG0008924	CG14507
OG0008925	Usp1
OG0008926	CG14506
OG0008927	Ptp99A
OG0008928	CG2321
OG0008929	CG2006
OG0008935	CG7567
OG0008936	CG11470
OG0008937	CG31041
OG0008939	CG7568
OG0008940	CG1907
OG0008941	Dop1R2
OG0008942	ppk21
OG0008943	ppk20
OG0008944	ppk30
OG0008945	ppk19
OG0008947	Cap-D2
OG0008948	CG7582
OG0008954	CG15506
OG0008955	Pcd
OG0008958	Kul
OG0008959	CG7601
OG0008966	fig
OG0008967	kay
OG0008968	sro
OG0008969	Rnb
OG0008973	ncd
OG0008974	ca
OG0008976	CG7829
OG0008980	dgt1
OG0008981	CG15514
OG0008983	Zip99C
OG0008986	CG15517
OG0008988	CG31036
OG0008991	alpha-Man-Ic
OG0008992	Cog7
OG0008993	CG42557
OG0008997	TkR99D
OG0008998	CG7896
OG0008999	Acph-1
OG0009000	CG7903
OG0009001	Sas-6
OG0009010	ZIPIC
OG0009012	janB
OG0009015	Sry-alpha
OG0009018	CG7943
OG0009020	Jasper
OG0009023	Mia40
OG0009024	sima
OG0009026	CG45073
OG0009027	Ppi1
OG0009028	CG31029
OG0009029	Tpi
OG0009034	Rsod
OG0009037	CG15530
OG0009044	CG9733
OG0009045	CG18404
OG0009046	heca
OG0009047	Fer1HCH
OG0009052	CG15536
OG0009059	PH4alphaEFB
OG0009060	spdo
OG0009061	PH4alphaSG2
OG0009064	CG31371
OG0009065	PH4alphaSG1
OG0009066	CG15539
OG0009069	tmod
OG0009072	CG31021
OG0009073	PH4alphaNE3
OG0009074	CG31016
OG0009075	CG2267
OG0009076	PH4alphaPV
OG0009077	CG34432
OG0009078	CG34433
OG0009079	Spn100A
OG0009082	CG31010
OG0009083	eIF4H2
OG0009084	CG11313
OG0009085	CG15543
OG0009086	zfh1
OG0009092	CG15545
OG0009093	CG15546
OG0009095	CG15547
OG0009096	Sap-r
OG0009097	Cyp4c3
OG0009099	CG15549
OG0009100	CG15550
OG0009102	Ctr1C
OG0009104	CG31008
OG0009106	Alp4
OG0009107	Chchd3
OG0009109	Sox100B
OG0009110	CG11317
OG0009111	Mayo
OG0009112	Prosalpha3T
OG0009113	CG15554
OG0009114	Ktch
OG0009115	Gycbeta100B
OG0009116	stops
OG0009117	mesh
OG0009118	bnk
OG0009121	Zwilch
OG0009123	CG15561
OG0009126	CG15564
OG0009127	qless
OG0009129	CG1750
OG0009130	spn-F
OG0009132	ppk24
OG0009133	pHCl-2
OG0009135	CG1607
OG0009136	CG31204
OG0009137	Gcn2
OG0009140	Loxl1
OG0009142	CG11333
OG0009145	rod
OG0009146	CG1774
OG0009148	CycG
OG0009150	Mnat9
OG0009151	CG1792
OG0009153	kek6
OG0009154	Zmynd8
OG0009156	ttk
OG0009162	nero
OG0009163	CG1910
OG0009165	sip3
OG0009166	CG2126
OG0009168	Mccc1
OG0009170	CG42233
OG0009171	CG1971
OG0009172	Rift
OG0009173	FeCH
OG0009174	RhoGAP100F
OG0009175	Pos
OG0009177	mod
OG0009178	Map205
OG0009185	Hcf
OG0009186	dati
OG0009196	ey
OG0009208	Mitf
OG0009214	cin
OG0009216	ewg
OG0009219	Or1a
OG0009220	CG32816
OG0009221	CG3777
OG0009222	y
OG0009224	sc
OG0009225	l(1)sc
OG0009226	ase
OG0009228	ebo
OG0009229	CG13373
OG0009230	CG18273
OG0009231	CG3156
OG0009234	svr
OG0009235	CG4293
OG0009236	Appl
OG0009237	spdi
OG0009240	CG13369
OG0009241	Hinfp
OG0009243	Mybbp1A
OG0009244	Dredd
OG0009245	su(sable)
OG0009246	CG13367
OG0009248	Hmt4-20
OG0009249	CG13361
OG0009250	CG5254
OG0009251	CG5273
OG0009252	RpL22
OG0009254	tw
OG0009256	CG13359
OG0009257	CG13358
OG0009261	CG14634
OG0009262	CG11664
OG0009263	CG11663
OG0009264	Lztr1
OG0009266	CG3708
OG0009267	CG3706
OG0009268	TRAM
OG0009269	CG3704
OG0009270	mus81
OG0009271	CG3703
OG0009272	CG3690
OG0009274	CG14631
OG0009275	CG11638
OG0009276	CG3021
OG0009278	Rpp21
OG0009280	su(w[a])
OG0009281	CG42259
OG0009282	CG14629
OG0009283	CG3655
OG0009284	CG11378
OG0009286	CG11379
OG0009287	CG14627
OG0009288	CG14626
OG0009289	CG11380
OG0009290	CG14625
OG0009291	CG11381
OG0009292	CG14624
OG0009296	CG11403
OG0009297	Atf3
OG0009299	DAAM
OG0009300	fs(1)N
OG0009301	CG11409
OG0009302	Naa30A
OG0009303	MTPAP
OG0009306	CG11417
OG0009311	CG32813
OG0009314	Gr2a
OG0009315	CG14785
OG0009316	Lrpprc2
OG0009317	CG14787
OG0009318	Ns3
OG0009319	Ofut2
OG0009321	CG32808
OG0009332	Mur2B
OG0009334	dor
OG0009336	hfw
OG0009338	CG14797
OG0009339	b6
OG0009340	a6
OG0009341	Scgdelta
OG0009345	deltaCOP
OG0009346	Gcna
OG0009349	CG14803
OG0009355	mRpL16
OG0009357	Ldaf1
OG0009358	CG32801
OG0009360	mip130
OG0009362	eIF2Bepsilon
OG0009364	unmet
OG0009365	CG3857
OG0009366	CG3587
OG0009370	CG4325
OG0009371	moody
OG0009372	CG4313
OG0009373	Sik2
OG0009374	CG4281
OG0009375	CG14054
OG0009376	CG4194
OG0009377	Rtca
OG0009378	Mettl1
OG0009379	CG16903
OG0009381	csw
OG0009383	Pgd
OG0009384	wapl
OG0009385	Cyp4d1
OG0009386	CG3630
OG0009388	Cyp4ae1
OG0009390	Nmd3
OG0009393	CG3457
OG0009394	CG14053
OG0009395	Mct1
OG0009396	FarO
OG0009401	kz
OG0009402	fs(1)K10
OG0009403	Or2a
OG0009404	crn
OG0009406	CG3091
OG0009407	CG3078
OG0009408	temp
OG0009411	CG14050
OG0009412	CG2854
OG0009413	Ilp6
OG0009415	mRpL14
OG0009416	CG2841
OG0009418	CG12496
OG0009419	gt
OG0009421	boi
OG0009422	z
OG0009424	Pdfr
OG0009425	AANATL7
OG0009429	Klp3A
OG0009430	Zw10
OG0009431	Smyd3
OG0009432	Seipin
OG0009433	brv3
OG0009435	HLH3B
OG0009436	CG2652
OG0009437	per
OG0009438	dyw
OG0009439	Spg7
OG0009440	Lint-O
OG0009444	CG2681
OG0009445	CG2685
OG0009446	CG2701
OG0009447	fs(1)Yb
OG0009450	dwg
OG0009451	CG2712
OG0009452	crm
OG0009454	Rtf1L
OG0009455	CG14417
OG0009456	CG14418
OG0009457	CG3526
OG0009458	CG3588
OG0009460	CG32793
OG0009461	CG3592
OG0009462	CG3598
OG0009463	CG14420
OG0009464	CG14421
OG0009465	CG14422
OG0009466	CG14423
OG0009467	CG17959
OG0009469	CG4116
OG0009471	Fcp3C
OG0009474	CG10793
OG0009475	Myc
OG0009476	CG14269
OG0009478	CG10801
OG0009479	CG16781
OG0009480	CG12206
OG0009482	CG10802
OG0009484	CG10803
OG0009486	CG13021
OG0009487	ppk8
OG0009488	CG2875
OG0009491	Parg
OG0009495	ec
OG0009496	yin
OG0009499	CG15239
OG0009500	CG42541
OG0009501	CG2938
OG0009504	CG6414
OG0009505	CG43689
OG0009506	Cmtr1
OG0009507	CG15375
OG0009508	Xpac
OG0009509	brn
OG0009511	Nsun2
OG0009514	tyf
OG0009516	Fas2
OG0009519	CG15576
OG0009522	NO66
OG0009523	CG12693
OG0009527	CG3556
OG0009530	Usf
OG0009531	CG15912
OG0009534	CG11444
OG0009535	CG3546
OG0009536	CG12684
OG0009537	peb
OG0009538	pon
OG0009539	CG3081
OG0009540	CG3062
OG0009541	HLH4C
OG0009545	CG15473
OG0009548	Pdha2
OG0009549	Klf15
OG0009550	CG15471
OG0009555	CG4041
OG0009556	Hgsnat
OG0009557	CG44774
OG0009558	
OG0009559	CG12680
OG0009560	CG32767
OG0009563	CG5062
OG0009564	CG42749
OG0009565	CG3323
OG0009566	CG17764
OG0009567	Cdk7
OG0009569	TrxT
OG0009571	CG4198
OG0009572	Rnp4F
OG0009573	Mcm3
OG0009574	CG3309
OG0009575	XRCC1
OG0009576	spoon
OG0009578	CG16756
OG0009582	Vsx2
OG0009584	CG34435
OG0009586	RhoGAP5A
OG0009588	Pop1
OG0009589	OtopLa
OG0009590	OtopLc
OG0009592	CG4119
OG0009593	Rab18
OG0009595	Tre1
OG0009596	Gr5a
OG0009597	CG42449
OG0009598	PGAP1
OG0009601	AdamTS-B
OG0009602	CG33080
OG0009605	Rtel1
OG0009607	lin-52
OG0009608	Nanp
OG0009610	Cep162
OG0009611	CG3097
OG0009612	CG42264
OG0009613	CG3108
OG0009614	CG15767
OG0009615	CG12239
OG0009616	Prosbeta2R1
OG0009617	AgmNAT
OG0009618	CG15765
OG0009619	CG12729
OG0009620	CG15764
OG0009621	GAA1
OG0009623	Usp30
OG0009625	CG4020
OG0009627	Shmt
OG0009628	CG6041
OG0009630	CG6048
OG0009631	CG6067
OG0009632	fs(1)M3
OG0009633	Grip
OG0009634	CG5966
OG0009635	rux
OG0009638	CG5921
OG0009639	CG5928
OG0009642	raptor
OG0009646	Btnd
OG0009649	dtn
OG0009653	schlank
OG0009654	Josd
OG0009655	Spt6
OG0009658	wuho
OG0009659	mldr
OG0009661	CG15891
OG0009662	CG3815
OG0009663	CG12219
OG0009664	CG3823
OG0009665	CG15894
OG0009667	CG3842
OG0009669	swa
OG0009670	Marf
OG0009672	CG3918
OG0009673	CG3342
OG0009676	dx
OG0009678	CG17717
OG0009679	Pat1
OG0009680	APC7
OG0009681	CG3226
OG0009682	Cdc7
OG0009684	Ctr1A
OG0009685	CG3198
OG0009688	Pink1
OG0009689	Dph7
OG0009690	CG14442
OG0009692	CG14441
OG0009698	C3G
OG0009700	iav
OG0009701	Nf-YC
OG0009702	xit
OG0009704	mAChR-C
OG0009705	detr
OG0009706	Tmf
OG0009707	Cht11
OG0009708	CG4558
OG0009709	CG14434
OG0009710	CG43736
OG0009711	CG14431
OG0009712	CG4586
OG0009713	CG3040
OG0009716	Inx7
OG0009720	CG3032
OG0009722	CG12541
OG0009724	nullo
OG0009726	CG4615
OG0009727	CG8300
OG0009728	fz4
OG0009729	Cph
OG0009730	CG1958
OG0009731	ZC3H18
OG0009732	CG2059
OG0009733	unc-119
OG0009734	brk
OG0009737	Acsf3
OG0009738	CG42780
OG0009739	CBP
OG0009741	CG1999
OG0009743	CG15035
OG0009746	CG32719
OG0009747	CG32720
OG0009748	CG11369
OG0009749	CG12689
OG0009751	CHES-1-like
OG0009753	Hira
OG0009755	CG12155
OG0009756	Pdp
OG0009759	CG32718
OG0009761	CG1409
OG0009763	Ir7c
OG0009766	
OG0009768	Nek2
OG0009769	p115
OG0009771	dpr14
OG0009772	spidey
OG0009773	snz
OG0009774	hdm
OG0009777	Ubr3
OG0009778	CG15330
OG0009779	sws
OG0009781	Tbh
OG0009783	fs(1)h
OG0009785	Upf2
OG0009786	Ldsdh1
OG0009789	CG1575
OG0009790	CG2260
OG0009792	CG2116
OG0009794	spdt
OG0009796	CG17982
OG0009797	alpha-PheRS
OG0009798	CG2129
OG0009799	CG15336
OG0009800	CG10959
OG0009802	Imzf
OG0009805	CG15337
OG0009806	CG10761
OG0009807	Or7a
OG0009808	slpr
OG0009809	sdt
OG0009819	PIG-T
OG0009820	Trf2
OG0009822	CG1440
OG0009823	CG12123
OG0009824	org-1
OG0009825	CG15347
OG0009826	Es2
OG0009827	Sptr
OG0009828	CG12116
OG0009829	Cp7Fb
OG0009830	Cp7Fc
OG0009833	otu
OG0009835	PIP82
OG0009837	IntS4
OG0009841	spirit
OG0009844	Crag
OG0009845	Caf1-180
OG0009846	oc
OG0009848	Ppt1
OG0009849	Ogg1
OG0009851	Hexo2
OG0009852	CG2004
OG0009853	Nop53
OG0009854	l(1)G0020
OG0009855	CG1789
OG0009857	CG12075
OG0009859	Uros1
OG0009860	Rbm13
OG0009862	CG12661
OG0009865	rdgA
OG0009866	Nost
OG0009867	CG15365
OG0009868	CG10970
OG0009869	CG44325
OG0009872	APC4
OG0009874	Bx42
OG0009877	fend
OG0009878	CG7065
OG0009879	fh
OG0009880	Bap111
OG0009882	Dlip1
OG0009884	Zpr1
OG0009885	mei-P26
OG0009886	CG12115
OG0009887	CG12057
OG0009890	CG12118
OG0009891	su(r)
OG0009897	Gr8a
OG0009899	Ir8a
OG0009900	mxc
OG0009901	Larp7
OG0009905	ric8a
OG0009907	Aladin
OG0009908	c11.1
OG0009909	lz
OG0009910	c12.1
OG0009911	c12.2
OG0009915	CG34028
OG0009916	CG34026
OG0009918	LPCAT
OG0009920	Gga
OG0009922	LysRS
OG0009923	Hecw
OG0009924	CG3106
OG0009926	btd
OG0009927	Sp1
OG0009928	CG1354
OG0009929	Ser7
OG0009933	CG1468
OG0009936	CG9691
OG0009937	CG1986
OG0009938	CG1791
OG0009939	CG1889
OG0009940	CG43386
OG0009941	CG15252
OG0009942	CG32694
OG0009943	Dna2
OG0009945	loofah
OG0009946	Gr9a
OG0009947	ZAP3
OG0009948	CG2972
OG0009950	RhoU
OG0009951	CG43902
OG0009954	CG2962
OG0009956	CG34408
OG0009963	l(1)G0289
OG0009964	CG32679
OG0009965	CG17841
OG0009966	CG32686
OG0009967	CG2898
OG0009970	CG32683
OG0009972	Or9a
OG0009974	CG2889
OG0009976	CG32687
OG0009977	spri
OG0009978	CG15296
OG0009979	Hmr
OG0009980	CG2124
OG0009981	CG1628
OG0009982	CG9806
OG0009985	stx
OG0009986	ras
OG0009987	Rph
OG0009988	Tango5
OG0009992	sbr
OG0009994	CG15209
OG0009995	Pgls
OG0009997	Ork1
OG0009998	CG1582
OG0009999	CG15208
OG0010001	Arlr
OG0010003	C901
OG0010004	vex
OG0010005	SmydA-4
OG0010010	Vago
OG0010011	xgr
OG0010013	SrpRalpha
OG0010014	CG44385
OG0010015	CDK2AP1
OG0010020	Lint-1
OG0010021	rtv
OG0010025	CG1394
OG0010026	CG11106
OG0010027	CG44422
OG0010028	CG15198
OG0010029	Ir10a
OG0010030	sisA
OG0010032	Gapvd1
OG0010033	Kap3
OG0010035	Gcs1
OG0010036	CG11756
OG0010037	CG1738
OG0010039	CG1737
OG0010044	Gr10b
OG0010045	Gr10a
OG0010046	Or10a
OG0010048	Sk1
OG0010049	HP5
OG0010051	Cyp4g15
OG0010053	Drak
OG0010055	PGRP-SA
OG0010058	Kmn1
OG0010059	Reepl1
OG0010060	CG11696
OG0010061	e(y)2
OG0010064	CG2533
OG0010068	Met
OG0010069	Vlet
OG0010070	bif
OG0010073	Amun
OG0010074	prtp
OG0010075	Tango10
OG0010076	CG15221
OG0010077	inaF-D
OG0010081	m
OG0010082	dy
OG0010087	Cyp28c1
OG0010088	CG15740
OG0010089	p24-1
OG0010090	CG10347
OG0010091	ATP7
OG0010094	CG15739
OG0010095	CG10352
OG0010096	CG10353
OG0010097	SelG
OG0010098	sicily
OG0010099	wisp
OG0010100	Upf1
OG0010103	gd
OG0010105	fw
OG0010106	CG1806
OG0010107	CG1492
OG0010108	Chrac-16
OG0010110	Tango4
OG0010112	Cyp311a1
OG0010113	Cyp318a1
OG0010114	CG34323
OG0010115	moon
OG0010117	
OG0010119	CG32655
OG0010121	Ir11a
OG0010122	CG2574
OG0010123	Pkcdelta
OG0010124	CG15927
OG0010128	Mks1
OG0010129	mdu
OG0010130	hwt
OG0010131	Cpr11B
OG0010133	LIMK1
OG0010134	CG1824
OG0010136	CG1463
OG0010137	Fpgs1
OG0010138	CG15728
OG0010139	Aven
OG0010143	Tis11
OG0010145	CG15725
OG0010146	
OG0010148	CG32647
OG0010152	Coq8
OG0010153	Flad1
OG0010154	CG4404
OG0010155	mRpL49
OG0010158	CG32642
OG0010159	CG15721
OG0010160	CG12716
OG0010163	CG2209
OG0010164	CG12715
OG0010165	hep
OG0010171	CG15717
OG0010174	CG4332
OG0010176	CG12096
OG0010177	Lgr4
OG0010178	CG12723
OG0010179	Coq5
OG0010181	mew
OG0010183	HDAC4
OG0010184	Bpnt2
OG0010185	Remo
OG0010186	CG1764
OG0010187	CG1622
OG0010190	CG15747
OG0010196	Bcat
OG0010198	CG1998
OG0010201	Neto
OG0010202	CG15754
OG0010204	CG11816
OG0010205	CG32631
OG0010210	Ndc80
